,year,season,jp_title,en_title,img,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Synonyms,Themes,Genre,Theme,German,Spanish,French
74,2024,fall,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,名探偵コナン,Case Closed,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164200164,200 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,470","15,311",Detective Conan,,,DetectiveDetective,Case Closed,,
75,2024,fall,Fairy Tail: 100-nen Quest,Fairy Tail: 100 Years Quest,https://cdn.myanimelist.net/images/anime/1087/144083.jpg,FAIRY TAIL 100年クエスト,Fairy Tail,TV,25,Finished Airing,"Jul 7, 2024 to Jan 5, 2025",Summer 2024,Sundays at 17,"TV Tokyo,       Avex Pictures,       Gloria","None found, add some",J.C.Staff,Web manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.631 (scored by 2861028,610 users)
      


1
          indicates a weighted score.","#14842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1630,"152,149","1,658",,,,,,,
76,2024,fall,2.5-jigen no Ririsa,2.5 Dimensional Seduction,https://cdn.myanimelist.net/images/anime/1779/143584.jpg,2.5次元の誘惑,2.5 Dimensional Seduction,TV,24,Finished Airing,"Jul 5, 2024 to Dec 13, 2024",Summer 2024,Fridays at 22,"Pony Canyon,       Movic,       Magic Capsule,       Shueisha,       Bandai Spirits,       ADK Emotions,       Aiming",Sentai Filmworks,J.C.Staff,Manga,"ComedyComedy,         EcchiEcchi",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.431 (scored by 3712737,127 users)
      


1
          indicates a weighted score.","#22262

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1869,"127,260",803,"Nigoriri, 2.5-jigen no Yuuwaku, Ririsa of 2.5 Dimension","HaremHarem,         Otaku CultureOtaku Culture,         SchoolSchool",,,,,
77,2024,fall,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",Our Last Crusade or the Rise of a New World Season 2,https://cdn.myanimelist.net/images/anime/1660/143460.jpg,キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season Ⅱ,Our Last Crusade or the Rise of a New World Season 2,TV,12,Currently Airing,"Jul 10, 2024 to ?",Summer 2024,Wednesdays at 22,"Pony Canyon,       AT-X,       Crunchyroll,       ABC Animation,       Kadokawa,       Bit grooove promotion,       A3","None found, add some","SILVER LINK.,       Studio Palette",Light novel,"ActionAction,         FantasyFantasy,         RomanceRomance",,24 min. per ep.,PG-13 - Teens 13 or older,"6.671 (scored by 73107,310 users)
      


1
          indicates a weighted score.","#60802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2372,"89,638",507,"Our Last Crusade or the Rise of a New World 2nd Season, The Last Battlefield Between You and I, or Perhaps the Beginning of the World's Holy War 2nd Season, Kimisen",,,MilitaryMilitary,,,
78,2024,fall,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,クレヨンしんちゃん,Shin Chan,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,"ComedyComedy,         EcchiEcchi",SeinenSeinen,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329",,,,SchoolSchool,Shin Chan,Shin Chan,
79,2024,fall,Sasayaku You ni Koi wo Utau,Whisper Me a Love Song,https://cdn.myanimelist.net/images/anime/1455/141858.jpg,ささやくように恋を唄う,Whisper Me a Love Song,TV,12,Finished Airing,"Apr 14, 2024 to Dec 29, 2024",Spring 2024,Sundays at 01,"TV Asahi,       NBCUniversal Entertainment Japan,       Yomiuri TV Enterprise,       Contents Seed,       Ichijinsha,       Live Viewing Japan,       Bit grooove promotion,       BS Asahi",Sentai Filmworks,"Yokohama Animation Laboratory,       Cloud Hearts",Manga,"DramaDrama,         Girls LoveGirls Love",,23 min. per ep.,PG-13 - Teens 13 or older,"6.671 (scored by 1925419,254 users)
      


1
          indicates a weighted score.","#60622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2408,"87,634",781,"Whispering You a Love Song, Sasakoi",,,SchoolSchool,,,
80,2024,fall,Delico's Nursery,,https://cdn.myanimelist.net/images/anime/1106/145996.jpg,デリコズ・ナーサリー,Delico's Nursery,TV,13,Finished Airing,"Aug 8, 2024 to Nov 28, 2024",Summer 2024,Thursdays at 00,"Aniplex,       Magic Capsule,       Tokyo MX,       BS11,       Contents Seed,       Watanabe Entertainment","None found, add some",J.C.Staff,Other,"FantasyFantasy,         MysteryMystery",,23 min. per ep.,PG-13 - Teens 13 or older,"6.801 (scored by 1006410,064 users)
      


1
          indicates a weighted score.","#53442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3344,"49,139",248,,"ChildcareChildcare,         VampireVampire",,,,,
81,2024,fall,Sengoku Youko: Senma Konton-hen,Sengoku Youko 2nd Season,https://cdn.myanimelist.net/images/anime/1948/143550.jpg,戦国妖狐 千魔混沌編,Sengoku Youko 2nd Season,TV,22,Finished Airing,"Jul 18, 2024 to Dec 26, 2024",Summer 2024,Thursdays at 00,"Nippon Animation,       Nagoya Broadcasting Network,       Crunchyroll,       ABC Animation,       FuRyu,       Mixer,       NetEase,       BS Asahi,       Bandai Namco Music Live,       ABC Frontier","None found, add some",White Fox,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.591 (scored by 68806,880 users)
      


1
          indicates a weighted score.","#16132

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4722,"24,348",86,"Sengoku Youko Part 2, Sengoku Youko","HistoricalHistorical,         MythologyMythology",,,,,
82,2024,fall,Tasuuketsu,Tasuketsu: Fate of the Majority,https://cdn.myanimelist.net/images/anime/1482/143629.jpg,多数欠,Tasuketsu,TV,24,Finished Airing,"Jul 3, 2024 to Dec 25, 2024",Summer 2024,Wednesdays at 01,"VAP,       Nippon Television Network,       Nippon Television Music,       BS NTV,       Marui Group,       COMICSMART,       NetEase,       Team Kawadon","None found, add some",Satelight,Web manga,"ActionAction,         DramaDrama,         SuspenseSuspense",,22 min. per ep.,PG-13 - Teens 13 or older,"5.551 (scored by 65376,537 users)
      


1
          indicates a weighted score.","#119612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4841,"23,018",43,,"High Stakes GameHigh Stakes Game,         PsychologicalPsychological",,,,,
83,2024,fall,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,サザエさん,Mrs. Sazae,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,24 min.,G - All Ages,"6.141 (scored by 19331,933 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,790",39,,,,,,,
84,2024,fall,Wonderful Precure!,,https://cdn.myanimelist.net/images/anime/1852/140786.jpg,わんだふるぷりきゅあ!,Wonderful Precure!,TV,50,Finished Airing,"Feb 4, 2024 to Jan 26, 2025",Winter 2024,Sundays at 08,ABC Animation,"None found, add some",Toei Animation,Original,,,23 min. per ep.,G - All Ages,"7.581 (scored by 21012,101 users)
      


1
          indicates a weighted score.","#16592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7461,"7,768",93,,,ActionAction,Mahou ShoujoMahou Shoujo,,,
85,2024,fall,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,ちびまる子ちゃん,Little Miss Maruko,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7914,"6,749",61,Maruko-chan,,ComedyComedy,SchoolSchool,,Chibi Maruko-chan,
86,2024,fall,Yu☆Gi☆Oh! Go Rush!!,,https://cdn.myanimelist.net/images/anime/1690/140394.jpg,遊☆戯☆王ゴーラッシュ!!,,TV,Unknown,Currently Airing,"Apr 3, 2022 to ?",Spring 2022,Sundays at 07,"TV Tokyo,       Konami,       Shueisha","None found, add some",Bridge,Card game,"ActionAction,         FantasyFantasy",,24 min.,PG-13 - Teens 13 or older,"5.661 (scored by 11391,139 users)
      


1
          indicates a weighted score.","#115862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7919,"6,744",52,Yuu Gi Ou,,,Strategy GameStrategy Game,,,
87,2024,fall,Tousouchuu: Great Mission,Run For Money: The Great Mission,https://cdn.myanimelist.net/images/anime/1482/141904.jpg,逃走中 グレートミッション,Run For Money,TV,Unknown,Currently Airing,"Apr 2, 2023 to ?",Spring 2023,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"Sci-FiSci-Fi,         SuspenseSuspense",,23 min.,PG-13 - Teens 13 or older,"5.651 (scored by 773773 users)
      


1
          indicates a weighted score.","#115922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8219,"6,108",27,,,,High Stakes GameHigh Stakes Game,,,
88,2024,fall,Chiikawa,,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,ちいかわ,,TV,Unknown,Currently Airing,"Apr 4, 2022 to ?",Spring 2022,Fridays at 07,"None found, add some",Sentai Filmworks,Doga Kobo,Web manga,,SeinenSeinen,1 min.,G - All Ages,"7.591 (scored by 14911,491 users)
      


1
          indicates a weighted score.","#16012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8303,"5,986",138,,,ComedyComedy,,,,
89,2024,fall,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,ぼのぼの,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,,,,AnthropomorphicAnthropomorphic,Bono Bono,Bono Bono,Bono Bono
90,2024,fall,Himitsu no AiPri,,https://cdn.myanimelist.net/images/anime/1816/141521.jpg,ひみつのアイプリ,,TV,Unknown,Currently Airing,"Apr 7, 2024 to ?",Spring 2024,Sundays at 10,"None found, add some","None found, add some","OLM,       Dongwoo A&E",Game,,,23 min.,PG - Children,"6.201 (scored by 388388 users)
      


1
          indicates a weighted score.","#88492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10333,"3,159",19,,"Idols (Female)Idols (Female),         MusicMusic",,,,,
91,2024,fall,Ninjala (TV),,https://cdn.myanimelist.net/images/anime/1552/119871.jpg,ニンジャラ,,TV,Unknown,Currently Airing,"Jan 8, 2022 to ?",Winter 2022,Saturdays at 07,TV Tokyo,Sentai Filmworks,OLM,Game,,,23 min.,PG - Children,"5.571 (scored by 424424 users)
      


1
          indicates a weighted score.","#119012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10490,"3,039",24,,,ActionAction,,,,
92,2024,fall,Shikaru Neko,,https://cdn.myanimelist.net/images/anime/1008/113384.jpg,しかるねこ,,TV,Unknown,Currently Airing,"Mar 22, 2021 to ?",Spring 2021,Unknown,"None found, add some","None found, add some","None found, add some",Manga,,,30 sec.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11243,"2,432",17,,,Slice of LifeSlice of Life,,,,
93,2024,fall,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,Kamiusagi Rope 4,,,,,,
94,2024,fall,Shiawase Haitatsu Taneko,,https://cdn.myanimelist.net/images/anime/2/28900.jpg,しあわせ配達おみくじタネコ,,TV,Unknown,Currently Airing,"Mar 26, 2011 to ?",Spring 2011,Not scheduled once per week,"None found, add some","None found, add some",Kachidoki Studio,Original,,,Unknown,None,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14312,980,4,,,ComedyComedy,,,,
95,2024,fall,Yongisanda,The Dragon Next Door,https://cdn.myanimelist.net/images/anime/1894/145130.jpg,용이산다,The Dragon Next Door,TV,Unknown,Currently Airing,"Aug 27, 2024 to ?",Summer 2024,Unknown,"None found, add some","None found, add some","None found, add some",Web manga,"ComedyComedy,         FantasyFantasy",,Unknown,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160672

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15580,687,1,,,,,,,
96,2024,fall,Manul no Yuube,,https://cdn.myanimelist.net/images/anime/1980/96936.jpg,マヌ～ルのゆうべ,,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,Sundays at Unknown,NHK,"None found, add some","None found, add some",Web manga,,,1 min.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#175272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15779,654,1,,,Slice of LifeSlice of Life,,,,
97,2024,fall,Jochum,,https://cdn.myanimelist.net/images/anime/1827/143336.jpg,ジェオチャム,,TV,24,Finished Airing,"Jul 13, 2024 to Dec 21, 2024",Summer 2024,Saturdays at 06,Sanrio,"None found, add some",Fanworks,Original,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#166252

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#16669,538,2,,,Slice of LifeSlice of Life,AnthropomorphicAnthropomorphic,,,
98,2024,fall,Shin Nippon History,,https://cdn.myanimelist.net/images/anime/1433/134811.jpg,新ニッポンヒストリー,,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,Mondays at 01,"None found, add some","None found, add some","None found, add some",Original,,,23 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18519,377,0,Shin Nippon History,,ComedyComedy,HistoricalHistorical,,,
99,2024,fall,Shuwawan!,,https://cdn.myanimelist.net/images/anime/1129/140004.jpg,しゅわわん!,,TV,Unknown,Currently Airing,"Mar 22, 2023 to ?",Spring 2023,Not scheduled once per week,NHK,"None found, add some",KOO-KI,Original,,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#143702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19606,304,0,,,Slice of LifeSlice of Life,ChildcareChildcare,,,
100,2024,fall,Xin Xiyou Lixian Ji,,https://cdn.myanimelist.net/images/anime/1193/142344.jpg,新西游历险记,,TV,52,Currently Airing,"Jan 19, 2024 to ?",Winter 2024,Unknown,"None found, add some","None found, add some","None found, add some",Original,"ActionAction,         AdventureAdventure,         FantasyFantasy",,14 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#157552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20328,265,0,,,,Martial ArtsMartial Arts,,,
101,2024,fall,Youkoso Ninchishou Sekai e,,https://cdn.myanimelist.net/images/anime/1573/142457.jpg,ようこそ認知症世界へ,,TV,Unknown,Currently Airing,"Aug 14, 2022 to ?",Summer 2022,Unknown,NHK,"None found, add some","None found, add some",Original,"AdventureAdventure,         Slice of LifeSlice of Life",,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20734,242,0,,,,EducationalEducational,,,
102,2024,fall,Ohayou! Unko-sensei,,https://cdn.myanimelist.net/images/anime/1244/144510.jpg,おはよう！ うんこ先生,,TV,Unknown,Currently Airing,"Jul 26, 2024 to ?",Summer 2024,Fridays at 16,"None found, add some","None found, add some","None found, add some",Manga,,,2 min.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#182982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20755,241,0,Good Morning Mr. Poop!,,ComedyComedy,,,,
103,2024,fall,Warau Red List,,https://cdn.myanimelist.net/images/anime/1437/145327.jpg,笑うレッドリスト,,TV,Unknown,Currently Airing,"Aug 14, 2024 to ?",Summer 2024,Unknown,NHK,"None found, add some","None found, add some",Original,,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#152352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#21072,223,0,,,ComedyComedy,EducationalEducational,,,
104,2024,fall,Oshiri Tantei 8th Season,,https://cdn.myanimelist.net/images/anime/1779/142515.jpg,おしりたんてい,,TV,15,Finished Airing,"Apr 6, 2024 to Nov 16, 2024",Spring 2024,Saturdays at 09,"None found, add some","None found, add some",Toei Animation,Picture book,"ComedyComedy,         FantasyFantasy,         MysteryMystery",,20 min. per ep.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#183972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#21996,174,0,Butt Detective,,,DetectiveDetective,,,
