year;season;jp_title;img;Japanese;Episodes;Starting;Ending;Producers;Studios;Source;Age Rating;Rating Score;Rating Score Num;Reviewers;Rating Score Rank;Popularity Rank;Members;Favorites
2023;winter;Fumetsu no Anata e Season 2;https://cdn.myanimelist.net/images/anime/1271/127700.jpg;不滅のあなたへ Season2;20;23 Oct 2022;12 Mar 2023;NHK, Kodansha, NHK Enterprises;Drive;Manga;R - 17+ (violence & profanity);8.091;8.09;113327113327;"5372

2
 ";875;301816;1632
2023;winter;Cool Doji Danshi;https://cdn.myanimelist.net/images/anime/1123/134677.jpg;クールドジ男子;24;11 Oct 2022;28 Mar 2023;TV Tokyo, AT-X, Magic Capsule, Avex Pictures;Pierrot;Web manga;PG-13 - Teens 13 or older;7.861;7.86;3056330563;"8972

2
 ";2192;102329;1089
2023;winter;Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken;https://cdn.myanimelist.net/images/anime/1240/133638.jpg;お隣の天使様にいつの間にか駄目人間にされていた件;12;7 Jan 2023;25 Mar 2023;Pony Canyon, Movic, Magic Capsule, TOHO animation, Tokyo MX, Good Smile Company, Miracle Bus, Pia, SB Creative, Toho Music;Project No.9;Light novel;PG-13 - Teens 13 or older;7.831;7.83;195546195546;"9772

2
 ";688;364620;6033
2023;winter;Trigun Stampede;https://cdn.myanimelist.net/images/anime/1426/129194.jpg;TRIGUN STAMPEDE;12;7 Jan 2023;25 Mar 2023;TOHO;Orange;Manga;PG-13 - Teens 13 or older;7.831;7.83;7830278302;"9672

2
 ";1245;206544;2390
2023;winter;Mairimashita! Iruma-kun 3rd Season;https://cdn.myanimelist.net/images/anime/1688/128720.jpg;魔入りました！入間くん;21;8 Oct 2022;4 Mar 2023;NHK, NHK Enterprises;Bandai Namco Pictures;Manga;PG-13 - Teens 13 or older;7.821;7.82;9212192121;"9812

2
 ";1213;213315;1299
2023;winter;Isekai Ojisan;https://cdn.myanimelist.net/images/anime/1743/125204.jpg;異世界おじさん;13;6 Jul 2022;8 Mar 2023;Movic, AT-X, Sammy, BS11, Kadokawa Media House, Kadokawa;Atelier Pontdarc;Web manga;PG-13 - Teens 13 or older;7.771;7.77;178230178230;"11062

2
 ";646;389320;2168
2023;winter;Tomo-chan wa Onnanoko!;https://cdn.myanimelist.net/images/anime/1444/131828.jpg;トモちゃんは女の子！;13;5 Jan 2023;30 Mar 2023;Aniplex, Seikaisha, Crunchyroll, INSPION Edge, Three S Studio;Lay-duce;Web manga;PG-13 - Teens 13 or older;7.751;7.75;233486233486;"11502

2
 ";539;448303;3063
2023;winter;Oniichan wa Oshimai!;https://cdn.myanimelist.net/images/anime/1058/131632.jpg;お兄ちゃんはおしまい！;12;5 Jan 2023;23 Mar 2023;Pony Canyon, Movic, AT-X, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Ichijinsha, Bit grooove promotion, Pia, Toho Music;Studio Bind;Manga;PG-13 - Teens 13 or older;7.651;7.65;7961979619;"14352

2
 ";1507;167368;2384
2023;winter;Tondemo Skill de Isekai Hourou Meshi;https://cdn.myanimelist.net/images/anime/1661/131889.jpg;とんでもスキルで異世界放浪メシ;12;11 Jan 2023;29 Mar 2023;dugout;MAPPA;Light novel;PG-13 - Teens 13 or older;7.651;7.65;144502144502;"14242

2
 ";947;271678;2043
2023;winter;Tokyo Revengers: Seiya Kessen-hen;https://cdn.myanimelist.net/images/anime/1773/132313.jpg;東京リベンジャーズ 聖夜決戦編;13;8 Jan 2023;2 Apr 2023;Mainichi Broadcasting System, Pony Canyon, Kodansha, AT-X, Ultra Super Pictures, Studio Mausu, Sammy;LIDENFILMS;Manga;R - 17+ (violence & profanity);7.641;7.64;171280171280;"14592

2
 ";641;390353;2546
2023;winter;Hirogaru Sky! Precure;https://cdn.myanimelist.net/images/anime/1762/135268.jpg;ひろがるスカイ！プリキュア;50;5 Feb 2023;28 Jan 2024;ABC Animation, ADK Emotions;Toei Animation;Original;G - All Ages;7.611;7.61;38543854;"15542

2
 ";6384;11386;157
2023;winter;Isekai Nonbiri Nouka;https://cdn.myanimelist.net/images/anime/1983/132329.jpg;異世界のんびり農家;12;6 Jan 2023;24 Mar 2023;MediaNet, Pony Canyon, AT-X, Hakuhodo, Kadokawa, Saber Links;Zero-G;Light novel;PG-13 - Teens 13 or older;7.551;7.55;123935123935;"17782

2
 ";1048;245801;1937
2023;winter;Kubo-san wa Mob wo Yurusanai;https://cdn.myanimelist.net/images/anime/1818/132330.jpg;久保さんは僕を許さない;12;10 Jan 2023;20 Jun 2023;Pony Canyon, AT-X, Tokyo MX, Glovision, Shueisha, bilibili, Kadokawa, R11R;PINE JAM;Manga;PG-13 - Teens 13 or older;7.551;7.55;8923489234;"17492

2
 ";1144;226739;1642
2023;winter;NieR:Automata Ver1.1a;https://cdn.myanimelist.net/images/anime/1399/128318.jpg;NieR;12;8 Jan 2023;23 Jul 2023;Aniplex, Square Enix;A-1 Pictures;Game;R - 17+ (violence & profanity);7.531;7.53;8577785777;"18642

2
 ";827;313008;2298
2023;winter;Tensei Oujo to Tensai Reijou no Mahou Kakumei;https://cdn.myanimelist.net/images/anime/1053/129004.jpg;転生王女と天才令嬢の魔法革命;12;4 Jan 2023;22 Mar 2023;AT-X, Kansai Telecasting, Kadokawa, Bit grooove promotion, CTW, TVA advance;Diomedéa;Light novel;PG-13 - Teens 13 or older;7.471;7.47;9913299132;"20802

2
 ";1236;208180;1638
2023;winter;Sugar Apple Fairy Tale;https://cdn.myanimelist.net/images/anime/1897/131300.jpg;シュガーアップル・フェアリーテイル;12;6 Jan 2023;24 Mar 2023;AT-X, Magic Capsule, flying DOG, Crunchyroll, Kadokawa, BS Asahi;J.C.Staff;Light novel;PG-13 - Teens 13 or older;7.471;7.47;5394253942;"20772

2
 ";1822;130878;982
2023;winter;Ijiranaide, Nagatoro-san 2nd Attack;https://cdn.myanimelist.net/images/anime/1902/129579.jpg;イジらないで、長瀞さん 2nd Attack;12;8 Jan 2023;26 Mar 2023;TMS Entertainment, Mainichi Broadcasting System, Kodansha, King Records;OLM;Web manga;PG-13 - Teens 13 or older;7.461;7.46;129855129855;"21272

2
 ";849;307294;2060
2023;winter;Kyuuketsuki Sugu Shinu 2;https://cdn.myanimelist.net/images/anime/1254/131832.jpg;吸血鬼すぐ死ぬ2;12;9 Jan 2023;27 Mar 2023;Frontier Works, Marvelous Entertainment, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, Akita Shoten, BS11, Kadokawa Media House;Madhouse;Manga;PG-13 - Teens 13 or older;7.451;7.45;1324413244;"21552

2
 ";3932;36230;122
2023;winter;Urusei Yatsura (2022);https://cdn.myanimelist.net/images/anime/1233/129144.jpg;うる星やつら;23;14 Oct 2022;24 Mar 2023;Aniplex, Dentsu, Shogakukan-Shueisha Productions, Fuji TV, Shogakukan, Fuji Creative;David Production;Manga;PG-13 - Teens 13 or older;7.411;7.41;5155751557;"23282

2
 ";1333;191595;1235
2023;winter;Yowamushi Pedal: Limit Break;https://cdn.myanimelist.net/images/anime/1853/135275.jpg;弱虫ペダル LIMIT BREAK;25;9 Oct 2022;26 Mar 2023;TV Tokyo, MediaNet, TOHO animation, Akita Shoten, NHK Enterprises;TMS Entertainment;Manga;PG-13 - Teens 13 or older;7.411;7.41;95309530;"23312

2
 ";4466;27815;148
2023;winter;Benriya Saitou-san, Isekai ni Iku;https://cdn.myanimelist.net/images/anime/1805/132335.jpg;便利屋斎藤さん、異世界に行く;12;8 Jan 2023;26 Mar 2023;AT-X, BS NTV, Kadokawa, GREE Entertainment;C2C;Web manga;R - 17+ (violence & profanity);7.391;7.39;9119691196;"24202

2
 ";1292;197644;768
2023;winter;D4DJ All Mix;https://cdn.myanimelist.net/images/anime/1995/129754.jpg;D4DJ All Mix;12;13 Jan 2023;31 Mar 2023;Dentsu, Bushiroad, Tokyo MX, Bushiroad Music, Donuts, BS NTV, Bushiroad Move, Bushiroad Creative;SANZIGEN;Mixed media;PG-13 - Teens 13 or older;7.371;7.37;58205820;"24952

2
 ";5698;15258;135
2023;winter;Kyokou Suiri Season 2;https://cdn.myanimelist.net/images/anime/1901/131653.jpg;虚構推理 Season2;12;9 Jan 2023;27 Mar 2023;Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, Crunchyroll, BS NTV, Mixi, Studio Tenjin;Brain's Base;Manga;R - 17+ (violence & profanity);7.361;7.36;5091450914;"25312

2
 ";1457;172777;591
2023;winter;Koori Zokusei Danshi to Cool na Douryou Joshi;https://cdn.myanimelist.net/images/anime/1927/132758.jpg;氷属性男子とクールな同僚女子;12;4 Jan 2023;22 Mar 2023;Square Enix, Lantis, Movic, Nagoya Broadcasting Network, ABC Animation, NetEase, BS Asahi, Bandai Namco Music Live, Saber Links;Zero-G, Liber;Web manga;PG-13 - Teens 13 or older;7.321;7.32;9487694876;"27472

2
 ";1117;232679;1241
2023;winter;Mononogatari;https://cdn.myanimelist.net/images/anime/1173/131830.jpg;もののがたり;12;10 Jan 2023;28 Mar 2023;Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment, Shueisha, BS11, Quaras, GREE Entertainment, Bandai Namco Music Live, Happinet Phantom Studios;Bandai Namco Pictures;Manga;PG-13 - Teens 13 or older;7.251;7.25;2604126041;"30872

2
 ";2656;74703;256
2023;winter;Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san;https://cdn.myanimelist.net/images/anime/1997/131327.jpg;ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん;12;7 Jan 2023;25 Mar 2023;Mainichi Broadcasting System, Movic, DMM.com, Nichion, FuRyu, DMM pictures, Kadokawa, Bit grooove promotion, Pia, NetEase, Three S Studio;Tezuka Productions;Light novel;PG-13 - Teens 13 or older;7.231;7.23;3850438504;"32032

2
 ";2198;101869;473
2023;winter;Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2;https://cdn.myanimelist.net/images/anime/1782/128859.jpg;痛いのは嫌なので防御力に極振りしたいと思います。2;12;11 Jan 2023;20 Apr 2023;MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno;SILVER LINK.;Light novel;PG-13 - Teens 13 or older;7.211;7.21;8862388623;"33032

2
 ";1028;252147;1340
2023;winter;High Card;https://cdn.myanimelist.net/images/anime/1803/131345.jpg;HIGH CARD;12;9 Jan 2023;27 Mar 2023;TMS Entertainment, Sammy, Kadokawa, NetEase;Studio Hibari;Mixed media;R - 17+ (violence & profanity);7.161;7.16;4297342973;"35892

2
 ";1841;128830;625
2023;winter;Saikyou Onmyouji no Isekai Tenseiki;https://cdn.myanimelist.net/images/anime/1547/125900.jpg;最強陰陽師の異世界転生記;13;7 Jan 2023;1 Apr 2023;KlockWorx, Asmik Ace, King Records, Futabasha, Crunchyroll, Bit grooove promotion;Studio Blanc.;Light novel;PG-13 - Teens 13 or older;7.121;7.12;125277125277;"38192

2
 ";1063;242849;979
2023;winter;Mou Ippon!;https://cdn.myanimelist.net/images/anime/1039/131684.jpg;もういっぽん！;13;9 Jan 2023;3 Apr 2023;TV Tokyo, Pony Canyon, Akita Shoten, MAGNET, CHOCOLATE, Three S Studio;Bakken Record;Manga;PG-13 - Teens 13 or older;7.091;7.09;84188418;"39462

2
 ";4682;24981;53
2023;winter;UniteUp!;https://cdn.myanimelist.net/images/anime/1308/130458.jpg;UniteUp!;12;7 Jan 2023;15 Apr 2023;Aniplex, Sony Music Entertainment;CloverWorks;Music;PG-13 - Teens 13 or older;7.051;7.05;33073307;"41512

2
 ";6468;11045;98
2023;winter;Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life;https://cdn.myanimelist.net/images/anime/1224/132328.jpg;解雇された暗黒兵士（30代）のスローなセカンドライフ;12;7 Jan 2023;25 Mar 2023;Pony Canyon, Kodansha, bilibili, Good Smile Film, Bit grooove promotion;Encourage Films;Light novel;PG-13 - Teens 13 or older;7.011;7.01;8090880908;"43262

2
 ";1515;166854;559
2023;winter;Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu;https://cdn.myanimelist.net/images/anime/1890/131473.jpg;老後に備えて異世界で８万枚の金貨を貯めます;12;8 Jan 2023;26 Mar 2023;Kodansha, Crunchyroll, ABC Animation, DMM.com, A-Sketch, ADK Marketing Solutions, Sankyo;Felix Film;Light novel;PG-13 - Teens 13 or older;6.941;6.94;5157551575;"46432

2
 ";2130;105648;314
2023;winter;Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou;https://cdn.myanimelist.net/images/anime/1369/139553.jpg;魔王学院の不適合者 II～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～;12;8 Jan 2023;24 Sep 2023;Aniplex, Movic, AT-X, Tokyo MX, Q-Tec, Docomo Anime Store, Medicos Entertainment, BS11, Yomiuri TV Enterprise, Contents Seed, Kadokawa, ADK Marketing Solutions;SILVER LINK.;Light novel;R - 17+ (violence & profanity);6.861;6.86;114121114121;"50142

2
 ";668;375419;4010
2023;winter;Boku to Roboko;https://cdn.myanimelist.net/images/anime/1986/134747.jpg;僕とロボコ;28;5 Dec 2022;19 Jun 2023;Shueisha;Gallop;Manga;PG-13 - Teens 13 or older;6.821;6.82;29302930;"52502

2
 ";7143;8714;30
2023;winter;Kami-tachi ni Hirowareta Otoko 2nd Season;https://cdn.myanimelist.net/images/anime/1521/131469.jpg;神達に拾われた男;12;9 Jan 2023;27 Mar 2023;Lantis, Toei Video, KlockWorx, Nikkatsu, Asmik Ace, Hobby Japan, BS Fuji, Tokyo MX, Amusement Media Academy, Crunchyroll, Hakuhodo, Exa International, Bandai Namco Music Live;Maho Film;Light novel;PG-13 - Teens 13 or older;6.811;6.81;5279052790;"53012

2
 ";1847;128473;761
2023;winter;Nijiyon Animation;https://cdn.myanimelist.net/images/anime/1977/135538.jpg;にじよんあにめーしょん;12;6 Jan 2023;24 Mar 2023;Bushiroad, Kadokawa, Bandai Namco Filmworks, Bandai Namco Music Live;Sunrise;4-koma manga;PG-13 - Teens 13 or older;6.801;6.80;52175217;"53282

2
 ";6016;13269;44
2023;winter;Digimon Ghost Game;https://cdn.myanimelist.net/images/anime/1907/118797.jpg;デジモンゴーストゲーム;67;3 Oct 2021;26 Mar 2023;Yomiko Advertising, Fuji TV;Toei Animation;Other;PG-13 - Teens 13 or older;6.741;6.74;72627262;"56692

2
 ";4694;24779;165
2023;winter;Shadowverse Flame;https://cdn.myanimelist.net/images/anime/1877/122972.jpg;シャドウバースF（フレイム）;50;2 Apr 2022;25 Mar 2023;Sonilude;Zexcs;Card game;PG-13 - Teens 13 or older;6.741;6.74;15791579;"56802

2
 ";7853;6857;36
2023;winter;Cardfight!! Vanguard: will+Dress Season 2;https://cdn.myanimelist.net/images/anime/1259/131669.jpg;カードファイト!! ヴァンガード will+Dress Season2;12;14 Jan 2023;1 Apr 2023;Bushiroad;Kinema Citrus, GIFTanimation, Studio Jemi;Original;PG-13 - Teens 13 or older;6.711;6.71;14151415;"58422

2
 ";8715;5331;20
2023;winter;Ooyukiumi no Kaina;https://cdn.myanimelist.net/images/anime/1064/131833.jpg;大雪海のカイナ;11;12 Jan 2023;23 Mar 2023;Sony Pictures Entertainment, Dentsu, Fuji TV, BS Fuji, bilibili, Crunchyroll, NetEase;Polygon Pictures;Original;PG-13 - Teens 13 or older;6.681;6.68;1541715417;"60162

2
 ";3246;51692;172
2023;winter;Revenger;https://cdn.myanimelist.net/images/anime/1884/131748.jpg;REVENGER (リベンジャー);12;5 Jan 2023;23 Mar 2023;Shochiku, AT-X, Nitroplus, flying DOG, Tokyo MX, Good Smile Company, Kansai Telecasting, Marui Group, Three S Studio;Ajia-do;Original;R - 17+ (violence & profanity);6.671;6.67;2897028970;"60922

2
 ";2422;86847;279
2023;winter;Nokemono-tachi no Yoru;https://cdn.myanimelist.net/images/anime/1087/129002.jpg;ノケモノたちの夜;13;8 Jan 2023;2 Apr 2023;Pony Canyon, KlockWorx, Studio Mausu, Shogakukan, Crunchyroll, Yomiuri TV Enterprise;Ashi Productions;Manga;PG-13 - Teens 13 or older;6.611;6.61;1403714037;"64422

2
 ";3400;47443;127
2023;winter;Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀;https://cdn.myanimelist.net/images/anime/1044/129594.jpg;英雄王、武を極めるため転生す ～そして、世界最強の見習い騎士♀～;12;10 Jan 2023;28 Mar 2023;MediaNet, Nippon Columbia, KlockWorx, Hobby Japan, My Theater D.D., Muse Communication, AQUA ARIS, Bit grooove promotion, CTW;Studio Comet;Light novel;PG-13 - Teens 13 or older;6.561;6.56;7430574305;"67192

2
 ";1541;162816;628
2023;winter;Eternal Boys;https://cdn.myanimelist.net/images/anime/1665/127107.jpg;永久少年 Eternal Boys;24;11 Oct 2022;28 Mar 2023;Movic, Fuji TV, KlockWorx, Ultra Super Pictures, King Records, Fuji Creative, Kadokawa, Aeon Entertainment;LIDENFILMS;Original;PG-13 - Teens 13 or older;6.551;6.55;23692369;"67982

2
 ";5804;14592;71
2023;winter;Megaton-kyuu Musashi 2nd Season;https://cdn.myanimelist.net/images/anime/1207/127832.jpg;メガトン級ムサシ;15;7 Oct 2022;17 Mar 2023;None found, add some;OLM;Mixed media;PG-13 - Teens 13 or older;6.551;6.55;13681368;"67652

2
 ";9038;4795;16
2023;winter;Technoroid: Overmind;https://cdn.myanimelist.net/images/anime/1208/132388.jpg;テクノロイド OVERMIND;12;5 Jan 2023;30 Mar 2023;TV Tokyo, Sotsu, Avex Pictures, CyberAgent, LOGIC&MAGIC, CMI;Doga Kobo;Mixed media;PG-13 - Teens 13 or older;6.531;6.53;36443644;"69082

2
 ";5576;16093;82
2023;winter;Ayakashi Triangle;https://cdn.myanimelist.net/images/anime/1078/131921.jpg;あやかしトライアングル;12;10 Jan 2023;26 Sep 2023;Aniplex, Yomiuri Telecasting, Chugai Mining, Shueisha, BS11, Marui Group, Studio Tenjin;Connect;Manga;R+ - Mild Nudity;6.431;6.43;2095520955;"75422

2
 ";2550;80110;305
2023;winter;Spy Kyoushitsu;https://cdn.myanimelist.net/images/anime/1491/132864.jpg;スパイ教室;12;5 Jan 2023;30 Mar 2023;Movic, AT-X, Studio Mausu, BS NTV, Kadokawa;feel.;Light novel;PG-13 - Teens 13 or older;6.401;6.40;4530745307;"76772

2
 ";1588;157225;709
2023;winter;Hyouken no Majutsushi ga Sekai wo Suberu;https://cdn.myanimelist.net/images/anime/1049/131580.jpg;冰剣の魔術師が世界を統べる;12;6 Jan 2023;24 Mar 2023;Pony Canyon, TBS, Kodansha, BS11, Crunchyroll, DMM.com, Nichion, NichiNare, Yokohama Animation Laboratory, Bit grooove promotion;Cloud Hearts;Light novel;PG-13 - Teens 13 or older;6.351;6.35;9092990929;"79932

2
 ";1341;190323;808
2023;winter;Hikari no Ou;https://cdn.myanimelist.net/images/anime/1787/131675.jpg;火狩りの王;10;14 Jan 2023;18 Mar 2023;Production I.G, WOWOW, flying DOG;Signal.MD;Light novel;PG-13 - Teens 13 or older;6.331;6.33;1355513555;"80872

2
 ";3405;47442;103
2023;winter;Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu;https://cdn.myanimelist.net/images/anime/1446/131578.jpg;人間不信の冒険者たちが世界を救うようです;12;10 Jan 2023;28 Mar 2023;Frontier Works, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, Kadokawa, Geek Pictures;Geek Toys;Light novel;PG-13 - Teens 13 or older;6.331;6.33;7813178131;"81222

2
 ";1366;187793;699
2023;winter;KanColle: Itsuka Ano Umi de;https://cdn.myanimelist.net/images/anime/1907/135109.jpg;艦これ いつかあの海で;8;4 Nov 2022;25 Mar 2023;None found, add some;ENGI;Game;PG-13 - Teens 13 or older;6.261;6.26;59635963;"84922

2
 ";3183;53781;224
2023;winter;Majutsushi Orphen Hagure Tabi: Urbanrama-hen;https://cdn.myanimelist.net/images/anime/1388/132318.jpg;魔術士オーフェンはぐれ旅 アーバンラマ編;12;18 Jan 2023;5 Apr 2023;WOWOW, Lantis, MediaNet, Bushiroad, BS Fuji, Nippon Television Network, Yomiuri TV Enterprise, TO Books, NetEase, Bandai Namco Music Live;Studio Deen;Light novel;PG-13 - Teens 13 or older;6.151;6.15;35453545;"91322

2
 ";5373;17747;60
2023;winter;Ars no Kyojuu;https://cdn.myanimelist.net/images/anime/1866/133949.jpg;アルスの巨獣;12;7 Jan 2023;25 Mar 2023;Mainichi Broadcasting System, Sentai Filmworks, bilibili, DMM.com, Bit grooove promotion, NetEase;Asahi Production;Original;PG-13 - Teens 13 or older;6.041;6.04;1453714537;"97322

2
 ";3443;46582;90
2023;winter;Boruto: Naruto Next Generations;https://cdn.myanimelist.net/images/anime/1091/99847.jpg;BORUTO -NARUTO NEXT GENERATIONS-;293;5 Apr 2017;26 Mar 2023;TV Tokyo, Aniplex, Rakuonsha, Shueisha;Pierrot;Manga;PG-13 - Teens 13 or older;6.001;6.00;456530456530;"99122

2
 ";208;894531;7375
2023;winter;The Legend of Heroes: Sen no Kiseki - Northern War;https://cdn.myanimelist.net/images/anime/1894/133297.jpg;The Legend of Heroes 閃の軌跡 Northern War;12;8 Jan 2023;26 Mar 2023;Nihon Falcom, Crunchyroll, NADA Holdings, USERJOY Technology;Tatsunoko Production;Game;PG-13 - Teens 13 or older;5.641;5.64;97959795;"116392

2
 ";3798;39079;123
2023;winter;Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei;https://cdn.myanimelist.net/images/anime/1862/128297.jpg;真・進化の実～知らないうちに勝ち組人生～;12;14 Jan 2023;1 Apr 2023;TV Tokyo, HoriPro, KlockWorx, Glovision, Docomo Anime Store, Futabasha, bilibili, Bushiroad Move;Hotline;Light novel;PG-13 - Teens 13 or older;5.461;5.46;4693646936;"122312

2
 ";1995;116625;588
2023;winter;KJ File 2nd Season;https://cdn.myanimelist.net/images/anime/1416/132315.jpg;KJファイル 第2期;13;9 Jan 2023;3 Apr 2023;TV Tokyo;ILCA, yell;Original;PG-13 - Teens 13 or older;5.251;5.25;168168;"128072

2
 ";12066;1902;12
2023;winter;Flaglia: Natsuyasumi no Monogatari;https://cdn.myanimelist.net/images/anime/1065/129807.jpg;『FLAGLIA』～なつやすみの物語～;6;17 Jan 2023;31 Jan 2023;None found, add some;Gaina;Mixed media;PG-13 - Teens 13 or older;5.161;5.16;300300;"129792

2
 ";9099;4715;34
2023;winter;Inu ni Nattara Suki na Hito ni Hirowareta.;https://cdn.myanimelist.net/images/anime/1832/132333.jpg;犬になったら好きな人に拾われた。;12;7 Jan 2023;25 Mar 2023;Kodansha, KlockWorx, Asmik Ace, King Records, WWWave;Quad;Web manga;R+ - Mild Nudity;5.051;5.05;5076450764;"131592

2
 ";1860;127883;669
2023;spring;Vinland Saga Season 2;https://cdn.myanimelist.net/images/anime/1170/124312.jpg;ヴィンランド・サガ SEASON2;24;10 Jan 2023;20 Jun 2023;Dentsu, Kodansha, Twin Engine;MAPPA;Manga;R - 17+ (violence & profanity);8.811;8.81;388818388818;"322

2
 ";298;715626;17161
2023;spring;[Oshi no Ko];https://cdn.myanimelist.net/images/anime/1812/134736.jpg;【推しの子】;11;12 Apr 2023;28 Jun 2023;Delfi Sound, Shueisha, CyberAgent, Kadokawa;Doga Kobo;Manga;PG-13 - Teens 13 or older;8.591;8.59;543512543512;"1032

2
 ";198;922442;30208
2023;spring;Boku no Kokoro no Yabai Yatsu;https://cdn.myanimelist.net/images/anime/1545/133887.jpg;僕の心のヤバイやつ;12;2 Apr 2023;18 Jun 2023;Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music;Shin-Ei Animation;Manga;PG-13 - Teens 13 or older;8.231;8.23;188156188156;"3632

2
 ";683;369377;5473
2023;spring;Tengoku Daimakyou;https://cdn.myanimelist.net/images/anime/1121/133132.jpg;天国大魔境;13;1 Apr 2023;24 Jun 2023;Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, NetEase;Production I.G;Manga;R - 17+ (violence & profanity);8.211;8.21;254645254645;"3822

2
 ";428;552208;6732
2023;spring;Kimetsu no Yaiba: Katanakaji no Sato-hen;https://cdn.myanimelist.net/images/anime/1765/135099.jpg;鬼滅の刃 刀鍛冶の里編;11;9 Apr 2023;18 Jun 2023;Aniplex, Shueisha;ufotable;Manga;R - 17+ (violence & profanity);8.191;8.19;566254566254;"4082

2
 ";187;957084;9555
2023;spring;Dr. Stone: New World;https://cdn.myanimelist.net/images/anime/1316/136268.jpg;Dr.STONE NEW WORLD;11;6 Apr 2023;15 Jun 2023;TOHO animation, Shueisha;TMS Entertainment;Manga;PG-13 - Teens 13 or older;8.151;8.15;237635237635;"4612

2
 ";454;522103;3215
2023;spring;Skip to Loafer;https://cdn.myanimelist.net/images/anime/1518/138730.jpg;スキップとローファー;12;4 Apr 2023;20 Jun 2023;Kodansha, Kansai Telecasting, Crunchyroll, A-Sketch, DMM pictures, DMM Music, NetEase;P.A. Works;Manga;PG-13 - Teens 13 or older;8.121;8.12;140331140331;"4992

2
 ";870;302493;3513
2023;spring;Golden Kamuy 4th Season;https://cdn.myanimelist.net/images/anime/1855/128059.jpg;ゴールデンカムイ;13;3 Oct 2022;26 Jun 2023;NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine;Brain's Base;Manga;R - 17+ (violence & profanity);8.121;8.12;3924339243;"4952

2
 ";2117;106775;618
2023;spring;Jigokuraku;https://cdn.myanimelist.net/images/anime/1075/131925.jpg;地獄楽;13;1 Apr 2023;1 Jul 2023;Twin Engine;MAPPA;Manga;R - 17+ (violence & profanity);8.091;8.09;426563426563;"5302

2
 ";258;794047;8651
2023;spring;Kimi wa Houkago Insomnia;https://cdn.myanimelist.net/images/anime/1402/134007.jpg;君は放課後インソムニア;13;11 Apr 2023;4 Jul 2023;TV Tokyo, Pony Canyon, Ultra Super Pictures, Shogakukan, MAGNET, CHOCOLATE;LIDENFILMS;Manga;PG-13 - Teens 13 or older;8.071;8.07;9221692216;"5722

2
 ";1078;240522;2214
2023;spring;Niehime to Kemono no Ou;https://cdn.myanimelist.net/images/anime/1397/133339.jpg;贄姫と獣の王;24;20 Apr 2023;28 Sep 2023;Pony Canyon, Hakusensha, BS11, Crunchyroll, Contents Seed, WOWMAX;J.C.Staff;Manga;PG-13 - Teens 13 or older;7.941;7.94;2758127581;"7492

2
 ";2401;87829;628
2023;spring;Kidou Senshi Gundam: Suisei no Majo Season 2;https://cdn.myanimelist.net/images/anime/1023/134768.jpg;機動戦士ガンダム 水星の魔女;12;9 Apr 2023;2 Jul 2023;Sotsu, Mainichi Broadcasting System, Bandai Namco Filmworks;Sunrise;Original;R - 17+ (violence & profanity);7.911;7.91;5524455244;"7942

2
 ";2241;98634;803
2023;spring;Yamada-kun to Lv999 no Koi wo Suru;https://cdn.myanimelist.net/images/anime/1298/134178.jpg;山田くんとLv999の恋をする;13;2 Apr 2023;25 Jun 2023;Aniplex, Movic, Tokyo MX, BS11, Egg Firm, Kadokawa, COMICSMART;Madhouse;Web manga;PG-13 - Teens 13 or older;7.781;7.78;244086244086;"10832

2
 ";508;471330;4763
