,Unnamed: 0,year,season,jp_title,en_title,img,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme
716,1,2023,spring,[Oshi no Ko],,https://cdn.myanimelist.net/images/anime/1812/134736.jpg,My Star,【推しの子】,[Oshi No Ko],,,,TV,11,Finished Airing,"Apr 12, 2023 to Jun 28, 2023",Spring 2023,Wednesdays at 23,"Delfi Sound,       Shueisha,       CyberAgent,       Kadokawa",Sentai Filmworks,Doga Kobo,Manga,"Award WinningAward Winning,         DramaDrama","ReincarnationReincarnation,         ShowbizShowbiz",SeinenSeinen,30 min. per ep.,PG-13 - Teens 13 or older,"8.591 (scored by 543512543,512 users)
      


1
          indicates a weighted score.","#1032

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#198,"922,442","30,208",,
717,2,2023,spring,Jigokuraku,Hell's Paradise,https://cdn.myanimelist.net/images/anime/1075/131925.jpg,"Paradition, Heavenhell",地獄楽,Hell's Paradise,,,,TV,13,Finished Airing,"Apr 1, 2023 to Jul 1, 2023",Spring 2023,Saturdays at 23,Twin Engine,Crunchyroll,MAPPA,Manga,"ActionAction,         AdventureAdventure,         SupernaturalSupernatural","GoreGore,         HistoricalHistorical,         SamuraiSamurai",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity),"8.091 (scored by 426563426,563 users)
      


1
          indicates a weighted score.","#5302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#258,"794,047","8,651",,
718,3,2023,spring,Mashle,Mashle: Magic and Muscles,https://cdn.myanimelist.net/images/anime/1218/135107.jpg,,マッシュル-MASHLE-,Mashle,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jul 1, 2023",Spring 2023,Saturdays at 00,"Aniplex,       Asatsu DK,       Shueisha,       INSPION Edge",Aniplex of America,A-1 Pictures,Manga,"ActionAction,         ComedyComedy,         FantasyFantasy","Gag HumorGag Humor,         ParodyParody,         SchoolSchool",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.621 (scored by 372385372,385 users)
      


1
          indicates a weighted score.","#15162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#328,"674,737","4,360",,
719,4,2023,spring,Tengoku Daimakyou,Heavenly Delusion,https://cdn.myanimelist.net/images/anime/1121/133132.jpg,,天国大魔境,Heavenly Delusion,,,,TV,13,Finished Airing,"Apr 1, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 22,"Mainichi Broadcasting System,       Kodansha,       NBCUniversal Entertainment Japan,       Avex Pictures,       NetEase","None found, add some",Production I.G,Manga,"AdventureAdventure,         MysteryMystery,         Sci-FiSci-Fi",,SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"8.211 (scored by 254645254,645 users)
      


1
          indicates a weighted score.","#3822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#428,"552,208","6,732",,
720,5,2023,spring,Dr. Stone: New World,,https://cdn.myanimelist.net/images/anime/1316/136268.jpg,Dr. Stone 3rd Season,Dr.STONE NEW WORLD,,,,,TV,11,Finished Airing,"Apr 6, 2023 to Jun 15, 2023",Spring 2023,Thursdays at 22,"TOHO animation,       Shueisha",Crunchyroll,TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         Sci-FiSci-Fi",,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"8.151 (scored by 237635237,635 users)
      


1
          indicates a weighted score.","#4612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#454,"522,103","3,215",,
721,6,2023,spring,Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,https://cdn.myanimelist.net/images/anime/1298/134178.jpg,Loving Yamada at Lv999,山田くんとLv999の恋をする,My Love Story with Yamada-kun at Lv999,,,,TV,13,Finished Airing,"Apr 2, 2023 to Jun 25, 2023",Spring 2023,Sundays at 00,"Aniplex,       Movic,       Tokyo MX,       BS11,       Egg Firm,       Kadokawa,       COMICSMART",Aniplex of America,Madhouse,Web manga,,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.781 (scored by 244086244,086 users)
      


1
          indicates a weighted score.","#10832

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#508,"471,330","4,763",RomanceRomance,Video GameVideo Game
722,7,2023,spring,Boku no Kokoro no Yabai Yatsu,The Dangers in My Heart,https://cdn.myanimelist.net/images/anime/1545/133887.jpg,Bokuyaba,僕の心のヤバイやつ,The Dangers in My Heart,,,,TV,12,Finished Airing,"Apr 2, 2023 to Jun 18, 2023",Spring 2023,Sundays at 01,"Dentsu,       TV Asahi,       Movic,       Magic Capsule,       Avex Pictures,       Akita Shoten,       BS Asahi,       TV Asahi Music",Sentai Filmworks,Shin-Ei Animation,Manga,"ComedyComedy,         RomanceRomance",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.231 (scored by 188156188,156 users)
      


1
          indicates a weighted score.","#3632

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#683,"369,377","5,473",,SchoolSchool
723,8,2023,spring,Kono Subarashii Sekai ni Bakuen wo!,KonoSuba: An Explosion on This Wonderful World!,https://cdn.myanimelist.net/images/anime/1626/135844.jpg,,この素晴らしい世界に爆焔を！,KonoSuba,,,,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 01,"Half H.P Studio,       Nippon Columbia,       Atelier Musa,       81 Produce,       Sammy,       Kadokawa",Crunchyroll,Drive,Light novel,"ComedyComedy,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.501 (scored by 148051148,051 users)
      


1
          indicates a weighted score.","#19742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#715,"355,873","1,917",,
724,9,2023,spring,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too",https://cdn.myanimelist.net/images/anime/1316/134327.jpg,Iseleve,異世界でチート能力を手にした俺は、現実世界をも無双する ～レベルアップは人生を変えた～,"I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too",,,,TV,13,Finished Airing,"Apr 7, 2023 to Jun 30, 2023",Spring 2023,Fridays at 00,"TMS Entertainment,       Tokyo MX,       BS11,       Kadokawa,       CTW",Crunchyroll,Millepensee,Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy","IsekaiIsekai,         SchoolSchool",,24 min. per ep.,PG-13 - Teens 13 or older,"6.341 (scored by 180908180,908 users)
      


1
          indicates a weighted score.","#80702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#745,"341,762","2,251",,
725,10,2023,spring,Skip to Loafer,Skip and Loafer,https://cdn.myanimelist.net/images/anime/1518/138730.jpg,,スキップとローファー,Skip and Loafer,,,,TV,12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",Spring 2023,Tuesdays at 23,"Kodansha,       Kansai Telecasting,       Crunchyroll,       A-Sketch,       DMM pictures,       DMM Music,       NetEase","None found, add some",P.A. Works,Manga,,,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"8.121 (scored by 140331140,331 users)
      


1
          indicates a weighted score.","#4992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#870,"302,493","3,513",DramaDrama,SchoolSchool
726,11,2023,spring,Tonikaku Kawaii 2nd Season,Tonikawa: Over The Moon For You Season 2,https://cdn.myanimelist.net/images/anime/1996/133361.jpg,,トニカクカワイイ,Tonikawa,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"ComedyComedy,         RomanceRomance",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.611 (scored by 9160891,608 users)
      


1
          indicates a weighted score.","#15672

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#967,"268,122","2,479",,
727,12,2023,spring,Dead Mount Death Play,,https://cdn.myanimelist.net/images/anime/1930/133758.jpg,,デッドマウント・デスプレイ,Dead Mount Death Play,,,,TV,12,Finished Airing,"Apr 11, 2023 to Jun 27, 2023",Spring 2023,Tuesdays at 00,"Square Enix,       Movic,       Half H.P Studio,       F.M.F,       King Records,       Crunchyroll,       Kadokawa Media House,       Geek Pictures","None found, add some",Geek Toys,Manga,"ActionAction,         FantasyFantasy","ReincarnationReincarnation,         Urban FantasyUrban Fantasy",SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"7.271 (scored by 111687111,687 users)
      


1
          indicates a weighted score.","#30072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1003,"259,566","1,242",,
728,13,2023,spring,Kimi wa Houkago Insomnia,Insomniacs After School,https://cdn.myanimelist.net/images/anime/1402/134007.jpg,Kimisomu,君は放課後インソムニア,Insomniacs After School,,,,TV,13,Finished Airing,"Apr 11, 2023 to Jul 4, 2023",Spring 2023,Tuesdays at 00,"TV Tokyo,       Pony Canyon,       Ultra Super Pictures,       Shogakukan,       MAGNET,       CHOCOLATE",Sentai Filmworks,LIDENFILMS,Manga,,,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"8.071 (scored by 9221692,216 users)
      


1
          indicates a weighted score.","#5722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1078,"240,522","2,214",RomanceRomance,SchoolSchool
729,14,2023,spring,Kaminaki Sekai no Kamisama Katsudou,Kamikatsu: Working for God in a Godless World,https://cdn.myanimelist.net/images/anime/1794/135148.jpg,"Kamikatsu, What God Does in a World Without Gods",神無き世界のカミサマ活動,Kamikatsu,,,,TV,12,Finished Airing,"Apr 6, 2023 to Jul 6, 2023",Spring 2023,Thursdays at 01,"Lantis,       DAX Production,       Kansai Telecasting,       BS NTV,       Kadokawa,       MAGNET,       Bandai Namco Music Live",Crunchyroll,Studio Palette,Manga,"ActionAction,         ComedyComedy,         FantasyFantasy","IsekaiIsekai,         ParodyParody",SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"6.701 (scored by 9152591,525 users)
      


1
          indicates a weighted score.","#58892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1220,"211,677",736,,
730,15,2023,spring,Mahoutsukai no Yome Season 2,The Ancient Magus' Bride Season 2,https://cdn.myanimelist.net/images/anime/1532/135155.jpg,"The Ancient Magus Bride 2, Mahoutsukai no Yome 2, Mahoyome",魔法使いの嫁 SEASON2,The Ancient Magus' Bride Season 2,,,,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 22,"flying DOG,       Sound Team Don Juan,       bilibili,       Mag Garden,       Chiptune,       Twin Engine",Crunchyroll,Studio Kafka,Manga,"DramaDrama,         FantasyFantasy,         RomanceRomance","MythologyMythology,         SchoolSchool,         Urban FantasyUrban Fantasy",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.761 (scored by 6612666,126 users)
      


1
          indicates a weighted score.","#11232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1282,"199,021","1,063",,
731,16,2023,spring,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,https://cdn.myanimelist.net/images/anime/1071/135255.jpg,Chronicles of an Aristocrat Reborn in Another World,転生貴族の異世界冒険録～自重を知らない神々の使徒～,The Aristocrat's Otherworldly Adventure,,,,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 00,"Nippon Columbia,       Studio Mausu,       Docomo Anime Store,       BS11,       Crunchyroll,       Yomiuri TV Enterprise,       Happinet Phantom Studios,       Tohjak,       Hifumi Shobo","None found, add some","Magic Bus,       EMT Squared",Light novel,"ActionAction,         FantasyFantasy,         RomanceRomance","HaremHarem,         IsekaiIsekai,         ReincarnationReincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"6.681 (scored by 9974199,741 users)
      


1
          indicates a weighted score.","#60522

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1300,"196,420",994,,
732,17,2023,spring,Isekai Shoukan wa Nidome desu,Summoned to Another World for a Second Time,https://cdn.myanimelist.net/images/anime/1387/134151.jpg,Isenido,異世界召喚は二度目です,Summoned to Another World for a Second Time,,,,TV,12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",Spring 2023,Sundays at 02,"Futabasha,       BS11,       ABC Animation,       Jinnan Studio,       Bushiroad Move,       Crest","None found, add some",Studio Elle,Light novel,"AdventureAdventure,         ComedyComedy,         FantasyFantasy,         RomanceRomance","HaremHarem,         IsekaiIsekai",,23 min. per ep.,PG-13 - Teens 13 or older,"5.671 (scored by 6543465,434 users)
      


1
          indicates a weighted score.","#115312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1461,"172,014",760,,
733,18,2023,spring,Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended up at the Duke's Mansion,https://cdn.myanimelist.net/images/anime/1109/130452.jpg,"Geunyeoga Gongjagjeolo Gaya Haessdeon Sajeong, 그녀가 공작저로 가야 했던 사정",彼女が公爵邸に行った理由,Why Raeliana Ended up at the Duke's Mansion,,,,TV,12,Finished Airing,"Apr 10, 2023 to Jun 26, 2023",Spring 2023,Mondays at 21,"Frontier Works,       Lantis,       AT-X,       Glovision,       Crunchyroll,       Kadokawa,       arma bianca,       Bandai Namco Music Live,       Happinet Phantom Studios,       D&C WEBTOON Biz","None found, add some",Typhoon Graphics,Web manga,"FantasyFantasy,         RomanceRomance","IsekaiIsekai,         ReincarnationReincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"7.531 (scored by 7667576,675 users)
      


1
          indicates a weighted score.","#18592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1499,"168,591","1,532",,
734,19,2023,spring,Otonari ni Ginga,A Galaxy Next Door,https://cdn.myanimelist.net/images/anime/1091/135041.jpg,,おとなりに銀河,A Galaxy Next Door,,,,TV,12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",Spring 2023,Sundays at 01,"Kodansha,       KlockWorx,       Ai Addiction,       King Records,       Crunchyroll","None found, add some",Asahi Production,Manga,"RomanceRomance,         SupernaturalSupernatural","ChildcareChildcare,         Otaku CultureOtaku Culture",SeinenSeinen,24 min. per ep.,PG-13 - Teens 13 or older,"7.151 (scored by 6188361,883 users)
      


1
          indicates a weighted score.","#36322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1558,"161,103",611,,
735,20,2023,spring,Isekai wa Smartphone to Tomo ni. 2,In Another World With My Smartphone 2,https://cdn.myanimelist.net/images/anime/1932/131464.jpg,"In Another World With My Smartphone 2nd Season, In a Different World with a Smartphone.",異世界はスマートフォンとともに。,In Another World With My Smartphone 2,,,,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 23,"Sotsu,       MediaNet,       Pony Canyon,       AT-X,       Asmik Ace,       Hobby Japan,       81 Produce,       Kadokawa,       CTW",Crunchyroll,J.C.Staff,Light novel,"AdventureAdventure,         ComedyComedy,         FantasyFantasy,         RomanceRomance","HaremHarem,         IsekaiIsekai",,23 min. per ep.,PG-13 - Teens 13 or older,"6.421 (scored by 6287362,873 users)
      


1
          indicates a weighted score.","#75822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1597,"155,872","1,045",,
736,21,2023,spring,Ousama Ranking: Yuuki no Takarabako,Ranking of Kings: The Treasure Chest of Courage,https://cdn.myanimelist.net/images/anime/1897/131615.jpg,Ranking of Kings,王様ランキング 勇気の宝箱,Ranking of Kings,,,,TV,10,Finished Airing,"Apr 14, 2023 to Jun 16, 2023",Spring 2023,Fridays at 00,"Aniplex,       Dentsu,       Fuji TV,       Kadokawa,       Bandai Spirits","None found, add some",Wit Studio,Web manga,"AdventureAdventure,         FantasyFantasy",,,22 min. per ep.,PG-13 - Teens 13 or older,"7.341 (scored by 4178341,783 users)
      


1
          indicates a weighted score.","#26242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1651,"149,123",621,,
737,22,2023,spring,Megami no Café Terrace,The Café Terrace and Its Goddesses,https://cdn.myanimelist.net/images/anime/1963/136050.jpg,Goddess Café Terrace,女神のカフェテラス,The Café Terrace and Its Goddesses,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Marvelous Entertainment,       Mainichi Broadcasting System,       Kodansha,       Half H.P Studio","None found, add some",Tezuka Productions,Manga,"ComedyComedy,         RomanceRomance,         EcchiEcchi","Adult CastAdult Cast,         HaremHarem",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.311 (scored by 6343263,432 users)
      


1
          indicates a weighted score.","#27662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1693,"143,993",679,,
738,23,2023,spring,Yuusha ga Shinda!,The Legendary Hero Is Dead!,https://cdn.myanimelist.net/images/anime/1868/133866.jpg,The Hero Is Dead!,勇者が死んだ！,The Legendary Hero Is Dead!,,,,TV,12,Finished Airing,"Apr 7, 2023 to Jun 23, 2023",Spring 2023,Fridays at 01,"Pony Canyon,       Tohokushinsha Film Corporation,       Shogakukan,       Crunchyroll,       WOWMAX","None found, add some",LIDENFILMS,Web manga,"ActionAction,         ComedyComedy,         FantasyFantasy,         EcchiEcchi","HaremHarem,         ParodyParody",,23 min. per ep.,PG-13 - Teens 13 or older,"6.611 (scored by 5608456,084 users)
      


1
          indicates a weighted score.","#64332

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1735,"139,610",396,,
739,24,2023,spring,My Home Hero,,https://cdn.myanimelist.net/images/anime/1525/132959.jpg,,マイホームヒーロー,My Home Hero,,,,TV,12,Finished Airing,"Apr 2, 2023 to Jun 18, 2023",Spring 2023,Sundays at 23,"Dentsu,       Kodansha,       Nippon Columbia,       KlockWorx,       81 Produce,       Crunchyroll,       BS NTV,       AQUA ARIS,       Bibury Animation CG","None found, add some",Tezuka Productions,Manga,"DramaDrama,         SuspenseSuspense","Adult CastAdult Cast,         Organized CrimeOrganized Crime",SeinenSeinen,23 min. per ep.,R - 17+ (violence & profanity),"7.081 (scored by 5028450,284 users)
      


1
          indicates a weighted score.","#40312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1751,"137,313",460,,
740,25,2023,spring,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,My One-Hit Kill Sister,https://cdn.myanimelist.net/images/anime/1250/135256.jpg,,異世界ワンターンキル姉さん ～姉同伴の異世界生活はじめました～,My One-Hit Kill Sister,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 22,"KlockWorx,       Nikkatsu,       BS Fuji,       Tokyo MX,       FUTURE LEAP","None found, add some",Gekkou,Manga,"ComedyComedy,         FantasyFantasy",,SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"6.321 (scored by 4249042,490 users)
      


1
          indicates a weighted score.","#81682

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2007,"115,586",460,,IsekaiIsekai
741,26,2023,spring,Kidou Senshi Gundam: Suisei no Majo Season 2,Mobile Suit Gundam: The Witch from Mercury Season 2,https://cdn.myanimelist.net/images/anime/1023/134768.jpg,,機動戦士ガンダム 水星の魔女,Mobile Suit Gundam,,,,TV,12,Finished Airing,"Apr 9, 2023 to Jul 2, 2023",Spring 2023,Sundays at 17,"Sotsu,       Mainichi Broadcasting System,       Bandai Namco Filmworks","None found, add some",Sunrise,Original,"ActionAction,         Sci-FiSci-Fi","MechaMecha,         SchoolSchool,         SpaceSpace",,24 min. per ep.,R - 17+ (violence & profanity),"7.911 (scored by 5524455,244 users)
      


1
          indicates a weighted score.","#7942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2241,"98,634",803,,
742,27,2023,spring,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,https://cdn.myanimelist.net/images/anime/1397/133339.jpg,,贄姫と獣の王,Sacrificial Princess and the King of Beasts,,,,TV,24,Finished Airing,"Apr 20, 2023 to Sep 28, 2023",Spring 2023,Thursdays at 00,"Pony Canyon,       Hakusensha,       BS11,       Crunchyroll,       Contents Seed,       WOWMAX","None found, add some",J.C.Staff,Manga,"FantasyFantasy,         RomanceRomance",,ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"7.941 (scored by 2758127,581 users)
      


1
          indicates a weighted score.","#7492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2401,"87,829",628,,AnthropomorphicAnthropomorphic
743,28,2023,spring,Kuma Kuma Kuma Bear Punch!,,https://cdn.myanimelist.net/images/anime/1132/134608.jpg,"Kuma Kuma Kuma Bear 2nd Season, The Bears Bear a Bare Kuma 2nd Season",くまクマ熊ベアーぱーんち！,,,,,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 22,"Nippon Animation,       AT-X,       Nippon Columbia,       Tokyo MX,       Good Smile Company,       Kanon Sound,       NichiNare,       Kadokawa,       Shufu to Seikatsusha,       Hike",Crunchyroll,EMT Squared,Light novel,"AdventureAdventure,         ComedyComedy,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.281 (scored by 3368633,686 users)
      


1
          indicates a weighted score.","#29042

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2418,"87,173",440,,IsekaiIsekai
744,29,2023,spring,Mahou Shoujo Magical Destroyers,Magical Destroyers,https://cdn.myanimelist.net/images/anime/1203/134079.jpg,"Magical Girl Magical Destroyers, MagiDes",魔法少女マジカルデストロイヤーズ,Magical Destroyers,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Mainichi Broadcasting System,       King Records,       Bit grooove promotion,       Sankyo","None found, add some",Bibury Animation Studios,Original,"ActionAction,         SuspenseSuspense","Mahou ShoujoMahou Shoujo,         Otaku CultureOtaku Culture,         PsychologicalPsychological",,23 min. per ep.,PG-13 - Teens 13 or older,"6.261 (scored by 2351723,517 users)
      


1
          indicates a weighted score.","#85002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2563,"79,100",236,,
745,30,2023,spring,Edens Zero 2nd Season,Edens Zero Season 2,https://cdn.myanimelist.net/images/anime/1943/135100.jpg,,エデンズ ゼロ,Edens Zero Season 2,,,,TV,25,Finished Airing,"Apr 2, 2023 to Oct 1, 2023",Spring 2023,Sundays at 00,"Kodansha,       Nippon Television Network,       Nippon Television Music","None found, add some",J.C.Staff,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy,         Sci-FiSci-Fi",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.431 (scored by 2012220,122 users)
      


1
          indicates a weighted score.","#22332

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2641,"75,284",307,,SpaceSpace
746,31,2023,spring,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,My Clueless First Friend,https://cdn.myanimelist.net/images/anime/1350/133642.jpg,The Clueless Transfer Student Is Assertive.,事情を知らない転校生がグイグイくる。,My Clueless First Friend,,,,TV,13,Finished Airing,"Apr 9, 2023 to Jul 2, 2023",Spring 2023,Sundays at 22,"Pierrot,       Sony Pictures Entertainment,       Square Enix,       Animax,       Nippon Columbia,       BS Fuji,       Crunchyroll,       Yomiuri TV Enterprise,       Jinnan Studio","None found, add some",Studio Signpost,Manga,"ComedyComedy,         RomanceRomance","Love Status QuoLove Status Quo,         SchoolSchool",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.511 (scored by 3248232,482 users)
      


1
          indicates a weighted score.","#19172

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2695,"73,072",297,,
747,32,2023,spring,Edomae Elf,Otaku Elf,https://cdn.myanimelist.net/images/anime/1171/133777.jpg,"A Sloven Elf Who Have Been from the Edo Period, Shut-In Elf",江戸前エルフ,Otaku Elf,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 02,"Mainichi Broadcasting System,       Kodansha,       Nikkatsu,       NetEase,       Heart Company,       INSPION Edge",Sentai Filmworks,C2C,Manga,"ComedyComedy,         FantasyFantasy","Otaku CultureOtaku Culture,         Urban FantasyUrban Fantasy",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.261 (scored by 2499124,991 users)
      


1
          indicates a weighted score.","#30302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2777,"69,512",205,,
748,33,2023,spring,Ao no Orchestra,,https://cdn.myanimelist.net/images/anime/1832/133754.jpg,The Blue Orchestra,青のオーケストラ,,,,,TV,24,Finished Airing,"Apr 9, 2023 to Oct 8, 2023",Spring 2023,Sundays at 17,"NHK,       NHK Enterprises","None found, add some",Nippon Animation,Web manga,,"MusicMusic,         Performing ArtsPerforming Arts,         SchoolSchool",,25 min. per ep.,PG-13 - Teens 13 or older,"7.161 (scored by 1698316,983 users)
      


1
          indicates a weighted score.","#35752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2927,"63,080",272,DramaDrama,
749,34,2023,spring,Watashi no Yuri wa Oshigoto desu!,Yuri is My Job!,https://cdn.myanimelist.net/images/anime/1708/133360.jpg,"Schwestern in Liebe!, Watayuri",私の百合はお仕事です！,Yuri is My Job!,,,,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 22,"Frontier Works,       Sotsu,       AT-X,       Nippon Columbia,       KlockWorx,       Asmik Ace,       BS Fuji,       Tokyo MX,       Infinite,       Ichijinsha,       BS NTV,       arma bianca,       Happinet Phantom Studios","None found, add some","Passione,       Studio Lings",Manga,"ComedyComedy,         Girls LoveGirls Love",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.681 (scored by 2141321,413 users)
      


1
          indicates a weighted score.","#60572

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3039,"58,847",305,,WorkplaceWorkplace
750,35,2023,spring,Rokudou no Onna-tachi,Rokudo's Bad Girls,https://cdn.myanimelist.net/images/anime/1933/134709.jpg,Rokudou no Akujo-tachi,六道の悪女〈おんな〉たち,Rokudo's Bad Girls,,,,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Mainichi Broadcasting System,       NBCUniversal Entertainment Japan,       Akita Shoten,       Crunchyroll,       Live Viewing Japan,       MAGNET,       Mixer,       BS Asahi,       HIAN","None found, add some",Satelight,Manga,"ComedyComedy,         RomanceRomance","DelinquentsDelinquents,         HaremHarem,         SchoolSchool",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.411 (scored by 2270522,705 users)
      


1
          indicates a weighted score.","#76432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3071,"57,739",118,,
